"","taxa","site","habitat","transect_id","year","period","n_recruits","recruits_std","bleaching_status"
"763","Poc","LTER5","Forereef","LTER5_OR_T04",2019,1,0,0,"Post"
"764","Poc","LTER5","Forereef","LTER5_OR_T04",2020,1,0,0,"Post"
"765","Poc","LTER5","Forereef","LTER5_OR_T04",2021,1,1,5,"Post"
"766","Poc","LTER5","Forereef","LTER5_OR_T04",2022,1,5,25,"Post"
"767","Poc","LTER5","Forereef","LTER5_OR_T04",2023,1,6,30,"Post"
"768","Poc","LTER5","Forereef","LTER5_OR_T04",2024,1,7,35,"Post"
"769","Por","LTER1","Lagoon","LTER1_BR_T01",2013,0,66,66,"Pre"
"770","Por","LTER1","Lagoon","LTER1_BR_T01",2014,0,22,22,"Pre"
"771","Por","LTER1","Lagoon","LTER1_BR_T01",2015,0,13,13,"Pre"
"772","Por","LTER1","Lagoon","LTER1_BR_T01",2016,0,5,5,"Pre"
"773","Por","LTER1","Lagoon","LTER1_BR_T01",2017,0,NA,NA,"Pre"
"774","Por","LTER1","Lagoon","LTER1_BR_T01",2018,0,15,15,"Pre"
"775","Por","LTER1","Lagoon","LTER1_BR_T01",2019,1,4,4,"Post"
"776","Por","LTER1","Lagoon","LTER1_BR_T01",2020,1,2,2,"Post"
"777","Por","LTER1","Lagoon","LTER1_BR_T01",2021,1,3,3,"Post"
"778","Por","LTER1","Lagoon","LTER1_BR_T01",2022,1,2,2,"Post"
"779","Por","LTER1","Lagoon","LTER1_BR_T01",2023,1,8,8,"Post"
"780","Por","LTER1","Lagoon","LTER1_BR_T01",2024,1,0,0,"Post"
"781","Por","LTER1","Lagoon","LTER1_BR_T02",2013,0,13,13,"Pre"
"782","Por","LTER1","Lagoon","LTER1_BR_T02",2014,0,8,8,"Pre"
"783","Por","LTER1","Lagoon","LTER1_BR_T02",2015,0,11,11,"Pre"
"784","Por","LTER1","Lagoon","LTER1_BR_T02",2016,0,1,1,"Pre"
"785","Por","LTER1","Lagoon","LTER1_BR_T02",2017,0,NA,NA,"Pre"
"786","Por","LTER1","Lagoon","LTER1_BR_T02",2018,0,7,7,"Pre"
"787","Por","LTER1","Lagoon","LTER1_BR_T02",2019,1,5,5,"Post"
"788","Por","LTER1","Lagoon","LTER1_BR_T02",2020,1,3,3,"Post"
"789","Por","LTER1","Lagoon","LTER1_BR_T02",2021,1,2,2,"Post"
"790","Por","LTER1","Lagoon","LTER1_BR_T02",2022,1,0,0,"Post"
"791","Por","LTER1","Lagoon","LTER1_BR_T02",2023,1,1,1,"Post"
"792","Por","LTER1","Lagoon","LTER1_BR_T02",2024,1,0,0,"Post"
"793","Por","LTER1","Lagoon","LTER1_BR_T03",2013,0,4,4,"Pre"
"794","Por","LTER1","Lagoon","LTER1_BR_T03",2014,0,5,5,"Pre"
"795","Por","LTER1","Lagoon","LTER1_BR_T03",2015,0,4,4,"Pre"
"796","Por","LTER1","Lagoon","LTER1_BR_T03",2016,0,8,8,"Pre"
"797","Por","LTER1","Lagoon","LTER1_BR_T03",2017,0,NA,NA,"Pre"
"798","Por","LTER1","Lagoon","LTER1_BR_T03",2018,0,1,1,"Pre"
"799","Por","LTER1","Lagoon","LTER1_BR_T03",2019,1,3,3,"Post"
"800","Por","LTER1","Lagoon","LTER1_BR_T03",2020,1,3,3,"Post"
"801","Por","LTER1","Lagoon","LTER1_BR_T03",2021,1,5,5,"Post"
"802","Por","LTER1","Lagoon","LTER1_BR_T03",2022,1,0,0,"Post"
"803","Por","LTER1","Lagoon","LTER1_BR_T03",2023,1,0,0,"Post"
"804","Por","LTER1","Lagoon","LTER1_BR_T03",2024,1,2,2,"Post"
"805","Por","LTER1","Lagoon","LTER1_BR_T04",2013,0,13,13,"Pre"
"806","Por","LTER1","Lagoon","LTER1_BR_T04",2014,0,11,11,"Pre"
"807","Por","LTER1","Lagoon","LTER1_BR_T04",2015,0,14,14,"Pre"
"808","Por","LTER1","Lagoon","LTER1_BR_T04",2016,0,14,14,"Pre"
"809","Por","LTER1","Lagoon","LTER1_BR_T04",2017,0,NA,NA,"Pre"
"810","Por","LTER1","Lagoon","LTER1_BR_T04",2018,0,7,7,"Pre"
"811","Por","LTER1","Lagoon","LTER1_BR_T04",2019,1,2,2,"Post"
"812","Por","LTER1","Lagoon","LTER1_BR_T04",2020,1,2,2,"Post"
"813","Por","LTER1","Lagoon","LTER1_BR_T04",2021,1,6,6,"Post"
"814","Por","LTER1","Lagoon","LTER1_BR_T04",2022,1,0,0,"Post"
"815","Por","LTER1","Lagoon","LTER1_BR_T04",2023,1,7,7,"Post"
"816","Por","LTER1","Lagoon","LTER1_BR_T04",2024,1,0,0,"Post"
"817","Por","LTER1","Forereef","LTER1_OR_T01",2013,0,23,115,"Pre"
"818","Por","LTER1","Forereef","LTER1_OR_T01",2014,0,9,45,"Pre"
"819","Por","LTER1","Forereef","LTER1_OR_T01",2015,0,5,25,"Pre"
"820","Por","LTER1","Forereef","LTER1_OR_T01",2016,0,3,15,"Pre"
"821","Por","LTER1","Forereef","LTER1_OR_T01",2017,0,NA,NA,"Pre"
"822","Por","LTER1","Forereef","LTER1_OR_T01",2018,0,3,15,"Pre"
"823","Por","LTER1","Forereef","LTER1_OR_T01",2019,1,0,0,"Post"
"824","Por","LTER1","Forereef","LTER1_OR_T01",2020,1,0,0,"Post"
"825","Por","LTER1","Forereef","LTER1_OR_T01",2021,1,0,0,"Post"
"826","Por","LTER1","Forereef","LTER1_OR_T01",2022,1,0,0,"Post"
"827","Por","LTER1","Forereef","LTER1_OR_T01",2023,1,0,0,"Post"
"828","Por","LTER1","Forereef","LTER1_OR_T01",2024,1,0,0,"Post"
"829","Por","LTER1","Forereef","LTER1_OR_T02",2013,0,16,80,"Pre"
"830","Por","LTER1","Forereef","LTER1_OR_T02",2014,0,2,10,"Pre"
"831","Por","LTER1","Forereef","LTER1_OR_T02",2015,0,1,5,"Pre"
"832","Por","LTER1","Forereef","LTER1_OR_T02",2016,0,0,0,"Pre"
"833","Por","LTER1","Forereef","LTER1_OR_T02",2017,0,NA,NA,"Pre"
"834","Por","LTER1","Forereef","LTER1_OR_T02",2018,0,0,0,"Pre"
"835","Por","LTER1","Forereef","LTER1_OR_T02",2019,1,0,0,"Post"
"836","Por","LTER1","Forereef","LTER1_OR_T02",2020,1,0,0,"Post"
"837","Por","LTER1","Forereef","LTER1_OR_T02",2021,1,0,0,"Post"
"838","Por","LTER1","Forereef","LTER1_OR_T02",2022,1,0,0,"Post"
"839","Por","LTER1","Forereef","LTER1_OR_T02",2023,1,0,0,"Post"
"840","Por","LTER1","Forereef","LTER1_OR_T02",2024,1,2,10,"Post"
"841","Por","LTER1","Forereef","LTER1_OR_T03",2013,0,18,90,"Pre"
"842","Por","LTER1","Forereef","LTER1_OR_T03",2014,0,2,10,"Pre"
"843","Por","LTER1","Forereef","LTER1_OR_T03",2015,0,2,10,"Pre"
"844","Por","LTER1","Forereef","LTER1_OR_T03",2016,0,0,0,"Pre"
"845","Por","LTER1","Forereef","LTER1_OR_T03",2017,0,NA,NA,"Pre"
"846","Por","LTER1","Forereef","LTER1_OR_T03",2018,0,0,0,"Pre"
"847","Por","LTER1","Forereef","LTER1_OR_T03",2019,1,0,0,"Post"
"848","Por","LTER1","Forereef","LTER1_OR_T03",2020,1,0,0,"Post"
"849","Por","LTER1","Forereef","LTER1_OR_T03",2021,1,0,0,"Post"
"850","Por","LTER1","Forereef","LTER1_OR_T03",2022,1,0,0,"Post"
"851","Por","LTER1","Forereef","LTER1_OR_T03",2023,1,0,0,"Post"
"852","Por","LTER1","Forereef","LTER1_OR_T03",2024,1,0,0,"Post"
"853","Por","LTER1","Forereef","LTER1_OR_T04",2013,0,38,190,"Pre"
"854","Por","LTER1","Forereef","LTER1_OR_T04",2014,0,4,20,"Pre"
"855","Por","LTER1","Forereef","LTER1_OR_T04",2015,0,1,5,"Pre"
"856","Por","LTER1","Forereef","LTER1_OR_T04",2016,0,2,10,"Pre"
"857","Por","LTER1","Forereef","LTER1_OR_T04",2017,0,NA,NA,"Pre"
"858","Por","LTER1","Forereef","LTER1_OR_T04",2018,0,0,0,"Pre"
"859","Por","LTER1","Forereef","LTER1_OR_T04",2019,1,0,0,"Post"
"860","Por","LTER1","Forereef","LTER1_OR_T04",2020,1,0,0,"Post"
"861","Por","LTER1","Forereef","LTER1_OR_T04",2021,1,0,0,"Post"
"862","Por","LTER1","Forereef","LTER1_OR_T04",2022,1,0,0,"Post"
"863","Por","LTER1","Forereef","LTER1_OR_T04",2023,1,1,5,"Post"
"864","Por","LTER1","Forereef","LTER1_OR_T04",2024,1,0,0,"Post"
"865","Por","LTER2","Lagoon","LTER2_BR_T01",2013,0,143,143,"Pre"
"866","Por","LTER2","Lagoon","LTER2_BR_T01",2014,0,38,38,"Pre"
"867","Por","LTER2","Lagoon","LTER2_BR_T01",2015,0,9,9,"Pre"
"868","Por","LTER2","Lagoon","LTER2_BR_T01",2016,0,11,11,"Pre"
"869","Por","LTER2","Lagoon","LTER2_BR_T01",2017,0,NA,NA,"Pre"
"870","Por","LTER2","Lagoon","LTER2_BR_T01",2018,0,22,22,"Pre"
"871","Por","LTER2","Lagoon","LTER2_BR_T01",2019,1,1,1,"Post"
"872","Por","LTER2","Lagoon","LTER2_BR_T01",2020,1,0,0,"Post"
"873","Por","LTER2","Lagoon","LTER2_BR_T01",2021,1,8,8,"Post"
"874","Por","LTER2","Lagoon","LTER2_BR_T01",2022,1,1,1,"Post"
"875","Por","LTER2","Lagoon","LTER2_BR_T01",2023,1,0,0,"Post"
"876","Por","LTER2","Lagoon","LTER2_BR_T01",2024,1,0,0,"Post"
"877","Por","LTER2","Lagoon","LTER2_BR_T02",2013,0,19,19,"Pre"
"878","Por","LTER2","Lagoon","LTER2_BR_T02",2014,0,6,6,"Pre"
"879","Por","LTER2","Lagoon","LTER2_BR_T02",2015,0,3,3,"Pre"
"880","Por","LTER2","Lagoon","LTER2_BR_T02",2016,0,6,6,"Pre"
"881","Por","LTER2","Lagoon","LTER2_BR_T02",2017,0,NA,NA,"Pre"
"882","Por","LTER2","Lagoon","LTER2_BR_T02",2018,0,3,3,"Pre"
"883","Por","LTER2","Lagoon","LTER2_BR_T02",2019,1,0,0,"Post"
"884","Por","LTER2","Lagoon","LTER2_BR_T02",2020,1,0,0,"Post"
"885","Por","LTER2","Lagoon","LTER2_BR_T02",2021,1,1,1,"Post"
"886","Por","LTER2","Lagoon","LTER2_BR_T02",2022,1,0,0,"Post"
"887","Por","LTER2","Lagoon","LTER2_BR_T02",2023,1,1,1,"Post"
"888","Por","LTER2","Lagoon","LTER2_BR_T02",2024,1,0,0,"Post"
"889","Por","LTER2","Lagoon","LTER2_BR_T03",2013,0,25,25,"Pre"
"890","Por","LTER2","Lagoon","LTER2_BR_T03",2014,0,12,12,"Pre"
"891","Por","LTER2","Lagoon","LTER2_BR_T03",2015,0,5,5,"Pre"
"892","Por","LTER2","Lagoon","LTER2_BR_T03",2016,0,8,8,"Pre"
"893","Por","LTER2","Lagoon","LTER2_BR_T03",2017,0,NA,NA,"Pre"
"894","Por","LTER2","Lagoon","LTER2_BR_T03",2018,0,3,3,"Pre"
"895","Por","LTER2","Lagoon","LTER2_BR_T03",2019,1,1,1,"Post"
"896","Por","LTER2","Lagoon","LTER2_BR_T03",2020,1,2,2,"Post"
"897","Por","LTER2","Lagoon","LTER2_BR_T03",2021,1,0,0,"Post"
"898","Por","LTER2","Lagoon","LTER2_BR_T03",2022,1,0,0,"Post"
"899","Por","LTER2","Lagoon","LTER2_BR_T03",2023,1,0,0,"Post"
"900","Por","LTER2","Lagoon","LTER2_BR_T03",2024,1,0,0,"Post"
"901","Por","LTER2","Lagoon","LTER2_BR_T04",2013,0,26,26,"Pre"
"902","Por","LTER2","Lagoon","LTER2_BR_T04",2014,0,4,4,"Pre"
"903","Por","LTER2","Lagoon","LTER2_BR_T04",2015,0,2,2,"Pre"
"904","Por","LTER2","Lagoon","LTER2_BR_T04",2016,0,5,5,"Pre"
"905","Por","LTER2","Lagoon","LTER2_BR_T04",2017,0,NA,NA,"Pre"
"906","Por","LTER2","Lagoon","LTER2_BR_T04",2018,0,3,3,"Pre"
"907","Por","LTER2","Lagoon","LTER2_BR_T04",2019,1,4,4,"Post"
"908","Por","LTER2","Lagoon","LTER2_BR_T04",2020,1,1,1,"Post"
"909","Por","LTER2","Lagoon","LTER2_BR_T04",2021,1,1,1,"Post"
"910","Por","LTER2","Lagoon","LTER2_BR_T04",2022,1,2,2,"Post"
"911","Por","LTER2","Lagoon","LTER2_BR_T04",2023,1,1,1,"Post"
"912","Por","LTER2","Lagoon","LTER2_BR_T04",2024,1,0,0,"Post"
"913","Por","LTER2","Forereef","LTER2_OR_T01",2013,0,9,45,"Pre"
"914","Por","LTER2","Forereef","LTER2_OR_T01",2014,0,1,5,"Pre"
"915","Por","LTER2","Forereef","LTER2_OR_T01",2015,0,0,0,"Pre"
"916","Por","LTER2","Forereef","LTER2_OR_T01",2016,0,2,10,"Pre"
"917","Por","LTER2","Forereef","LTER2_OR_T01",2017,0,NA,NA,"Pre"
"918","Por","LTER2","Forereef","LTER2_OR_T01",2018,0,0,0,"Pre"
"919","Por","LTER2","Forereef","LTER2_OR_T01",2019,1,0,0,"Post"
"920","Por","LTER2","Forereef","LTER2_OR_T01",2020,1,0,0,"Post"
"921","Por","LTER2","Forereef","LTER2_OR_T01",2021,1,0,0,"Post"
"922","Por","LTER2","Forereef","LTER2_OR_T01",2022,1,0,0,"Post"
"923","Por","LTER2","Forereef","LTER2_OR_T01",2023,1,1,5,"Post"
"924","Por","LTER2","Forereef","LTER2_OR_T01",2024,1,0,0,"Post"
"925","Por","LTER2","Forereef","LTER2_OR_T02",2013,0,3,15,"Pre"
"926","Por","LTER2","Forereef","LTER2_OR_T02",2014,0,5,25,"Pre"
"927","Por","LTER2","Forereef","LTER2_OR_T02",2015,0,3,15,"Pre"
"928","Por","LTER2","Forereef","LTER2_OR_T02",2016,0,2,10,"Pre"
"929","Por","LTER2","Forereef","LTER2_OR_T02",2017,0,NA,NA,"Pre"
"930","Por","LTER2","Forereef","LTER2_OR_T02",2018,0,3,15,"Pre"
"931","Por","LTER2","Forereef","LTER2_OR_T02",2019,1,1,5,"Post"
"932","Por","LTER2","Forereef","LTER2_OR_T02",2020,1,0,0,"Post"
"933","Por","LTER2","Forereef","LTER2_OR_T02",2021,1,0,0,"Post"
"934","Por","LTER2","Forereef","LTER2_OR_T02",2022,1,0,0,"Post"
"935","Por","LTER2","Forereef","LTER2_OR_T02",2023,1,0,0,"Post"
"936","Por","LTER2","Forereef","LTER2_OR_T02",2024,1,0,0,"Post"
"937","Por","LTER2","Forereef","LTER2_OR_T03",2013,0,6,30,"Pre"
"938","Por","LTER2","Forereef","LTER2_OR_T03",2014,0,1,5,"Pre"
"939","Por","LTER2","Forereef","LTER2_OR_T03",2015,0,3,15,"Pre"
"940","Por","LTER2","Forereef","LTER2_OR_T03",2016,0,0,0,"Pre"
"941","Por","LTER2","Forereef","LTER2_OR_T03",2017,0,NA,NA,"Pre"
"942","Por","LTER2","Forereef","LTER2_OR_T03",2018,0,2,10,"Pre"
"943","Por","LTER2","Forereef","LTER2_OR_T03",2019,1,0,0,"Post"
"944","Por","LTER2","Forereef","LTER2_OR_T03",2020,1,0,0,"Post"
"945","Por","LTER2","Forereef","LTER2_OR_T03",2021,1,0,0,"Post"
"946","Por","LTER2","Forereef","LTER2_OR_T03",2022,1,0,0,"Post"
"947","Por","LTER2","Forereef","LTER2_OR_T03",2023,1,0,0,"Post"
"948","Por","LTER2","Forereef","LTER2_OR_T03",2024,1,0,0,"Post"
"949","Por","LTER2","Forereef","LTER2_OR_T04",2013,0,19,95,"Pre"
"950","Por","LTER2","Forereef","LTER2_OR_T04",2014,0,10,50,"Pre"
"951","Por","LTER2","Forereef","LTER2_OR_T04",2015,0,3,15,"Pre"
"952","Por","LTER2","Forereef","LTER2_OR_T04",2016,0,1,5,"Pre"
"953","Por","LTER2","Forereef","LTER2_OR_T04",2017,0,NA,NA,"Pre"
"954","Por","LTER2","Forereef","LTER2_OR_T04",2018,0,2,10,"Pre"
"955","Por","LTER2","Forereef","LTER2_OR_T04",2019,1,1,5,"Post"
"956","Por","LTER2","Forereef","LTER2_OR_T04",2020,1,0,0,"Post"
"957","Por","LTER2","Forereef","LTER2_OR_T04",2021,1,0,0,"Post"
"958","Por","LTER2","Forereef","LTER2_OR_T04",2022,1,0,0,"Post"
"959","Por","LTER2","Forereef","LTER2_OR_T04",2023,1,0,0,"Post"
"960","Por","LTER2","Forereef","LTER2_OR_T04",2024,1,1,5,"Post"
"961","Por","LTER4","Lagoon","LTER4_BR_T01",2013,0,91,91,"Pre"
"962","Por","LTER4","Lagoon","LTER4_BR_T01",2014,0,31,31,"Pre"
"963","Por","LTER4","Lagoon","LTER4_BR_T01",2015,0,6,6,"Pre"
"964","Por","LTER4","Lagoon","LTER4_BR_T01",2016,0,10,10,"Pre"
"965","Por","LTER4","Lagoon","LTER4_BR_T01",2017,0,NA,NA,"Pre"
"966","Por","LTER4","Lagoon","LTER4_BR_T01",2018,0,11,11,"Pre"
"967","Por","LTER4","Lagoon","LTER4_BR_T01",2019,1,5,5,"Post"
"968","Por","LTER4","Lagoon","LTER4_BR_T01",2020,1,1,1,"Post"
"969","Por","LTER4","Lagoon","LTER4_BR_T01",2021,1,2,2,"Post"
"970","Por","LTER4","Lagoon","LTER4_BR_T01",2022,1,0,0,"Post"
"971","Por","LTER4","Lagoon","LTER4_BR_T01",2023,1,4,4,"Post"
"972","Por","LTER4","Lagoon","LTER4_BR_T01",2024,1,0,0,"Post"
"973","Por","LTER4","Lagoon","LTER4_BR_T02",2013,0,31,31,"Pre"
"974","Por","LTER4","Lagoon","LTER4_BR_T02",2014,0,14,14,"Pre"
"975","Por","LTER4","Lagoon","LTER4_BR_T02",2015,0,11,11,"Pre"
"976","Por","LTER4","Lagoon","LTER4_BR_T02",2016,0,8,8,"Pre"
"977","Por","LTER4","Lagoon","LTER4_BR_T02",2017,0,NA,NA,"Pre"
"978","Por","LTER4","Lagoon","LTER4_BR_T02",2018,0,13,13,"Pre"
"979","Por","LTER4","Lagoon","LTER4_BR_T02",2019,1,6,6,"Post"
"980","Por","LTER4","Lagoon","LTER4_BR_T02",2020,1,0,0,"Post"
"981","Por","LTER4","Lagoon","LTER4_BR_T02",2021,1,1,1,"Post"
"982","Por","LTER4","Lagoon","LTER4_BR_T02",2022,1,0,0,"Post"
"983","Por","LTER4","Lagoon","LTER4_BR_T02",2023,1,0,0,"Post"
"984","Por","LTER4","Lagoon","LTER4_BR_T02",2024,1,0,0,"Post"
"985","Por","LTER4","Lagoon","LTER4_BR_T03",2013,0,39,39,"Pre"
"986","Por","LTER4","Lagoon","LTER4_BR_T03",2014,0,10,10,"Pre"
"987","Por","LTER4","Lagoon","LTER4_BR_T03",2015,0,20,20,"Pre"
"988","Por","LTER4","Lagoon","LTER4_BR_T03",2016,0,13,13,"Pre"
"989","Por","LTER4","Lagoon","LTER4_BR_T03",2017,0,NA,NA,"Pre"
"990","Por","LTER4","Lagoon","LTER4_BR_T03",2018,0,14,14,"Pre"
"991","Por","LTER4","Lagoon","LTER4_BR_T03",2019,1,12,12,"Post"
"992","Por","LTER4","Lagoon","LTER4_BR_T03",2020,1,12,12,"Post"
"993","Por","LTER4","Lagoon","LTER4_BR_T03",2021,1,4,4,"Post"
"994","Por","LTER4","Lagoon","LTER4_BR_T03",2022,1,6,6,"Post"
"995","Por","LTER4","Lagoon","LTER4_BR_T03",2023,1,0,0,"Post"
"996","Por","LTER4","Lagoon","LTER4_BR_T03",2024,1,0,0,"Post"
"997","Por","LTER4","Lagoon","LTER4_BR_T04",2013,0,12,12,"Pre"
"998","Por","LTER4","Lagoon","LTER4_BR_T04",2014,0,7,7,"Pre"
"999","Por","LTER4","Lagoon","LTER4_BR_T04",2015,0,11,11,"Pre"
"1000","Por","LTER4","Lagoon","LTER4_BR_T04",2016,0,6,6,"Pre"
"1001","Por","LTER4","Lagoon","LTER4_BR_T04",2017,0,NA,NA,"Pre"
"1002","Por","LTER4","Lagoon","LTER4_BR_T04",2018,0,12,12,"Pre"
"1003","Por","LTER4","Lagoon","LTER4_BR_T04",2019,1,7,7,"Post"
"1004","Por","LTER4","Lagoon","LTER4_BR_T04",2020,1,7,7,"Post"
"1005","Por","LTER4","Lagoon","LTER4_BR_T04",2021,1,2,2,"Post"
"1006","Por","LTER4","Lagoon","LTER4_BR_T04",2022,1,6,6,"Post"
"1007","Por","LTER4","Lagoon","LTER4_BR_T04",2023,1,1,1,"Post"
"1008","Por","LTER4","Lagoon","LTER4_BR_T04",2024,1,1,1,"Post"
"1009","Por","LTER4","Forereef","LTER4_OR_T01",2013,0,6,30,"Pre"
"1010","Por","LTER4","Forereef","LTER4_OR_T01",2014,0,3,15,"Pre"
"1011","Por","LTER4","Forereef","LTER4_OR_T01",2015,0,0,0,"Pre"
"1012","Por","LTER4","Forereef","LTER4_OR_T01",2016,0,1,5,"Pre"
"1013","Por","LTER4","Forereef","LTER4_OR_T01",2017,0,NA,NA,"Pre"
"1014","Por","LTER4","Forereef","LTER4_OR_T01",2018,0,0,0,"Pre"
"1015","Por","LTER4","Forereef","LTER4_OR_T01",2019,1,0,0,"Post"
"1016","Por","LTER4","Forereef","LTER4_OR_T01",2020,1,0,0,"Post"
"1017","Por","LTER4","Forereef","LTER4_OR_T01",2021,1,0,0,"Post"
"1018","Por","LTER4","Forereef","LTER4_OR_T01",2022,1,0,0,"Post"
"1019","Por","LTER4","Forereef","LTER4_OR_T01",2023,1,0,0,"Post"
"1020","Por","LTER4","Forereef","LTER4_OR_T01",2024,1,0,0,"Post"
"1021","Por","LTER4","Forereef","LTER4_OR_T02",2013,0,0,0,"Pre"
"1022","Por","LTER4","Forereef","LTER4_OR_T02",2014,0,0,0,"Pre"
"1023","Por","LTER4","Forereef","LTER4_OR_T02",2015,0,0,0,"Pre"
"1024","Por","LTER4","Forereef","LTER4_OR_T02",2016,0,0,0,"Pre"
"1025","Por","LTER4","Forereef","LTER4_OR_T02",2017,0,NA,NA,"Pre"
"1026","Por","LTER4","Forereef","LTER4_OR_T02",2018,0,0,0,"Pre"
"1027","Por","LTER4","Forereef","LTER4_OR_T02",2019,1,0,0,"Post"
"1028","Por","LTER4","Forereef","LTER4_OR_T02",2020,1,0,0,"Post"
"1029","Por","LTER4","Forereef","LTER4_OR_T02",2021,1,0,0,"Post"
"1030","Por","LTER4","Forereef","LTER4_OR_T02",2022,1,0,0,"Post"
"1031","Por","LTER4","Forereef","LTER4_OR_T02",2023,1,0,0,"Post"
"1032","Por","LTER4","Forereef","LTER4_OR_T02",2024,1,0,0,"Post"
"1033","Por","LTER4","Forereef","LTER4_OR_T03",2013,0,0,0,"Pre"
"1034","Por","LTER4","Forereef","LTER4_OR_T03",2014,0,0,0,"Pre"
"1035","Por","LTER4","Forereef","LTER4_OR_T03",2015,0,0,0,"Pre"
"1036","Por","LTER4","Forereef","LTER4_OR_T03",2016,0,0,0,"Pre"
"1037","Por","LTER4","Forereef","LTER4_OR_T03",2017,0,NA,NA,"Pre"
"1038","Por","LTER4","Forereef","LTER4_OR_T03",2018,0,0,0,"Pre"
"1039","Por","LTER4","Forereef","LTER4_OR_T03",2019,1,0,0,"Post"
"1040","Por","LTER4","Forereef","LTER4_OR_T03",2020,1,2,10,"Post"
"1041","Por","LTER4","Forereef","LTER4_OR_T03",2021,1,1,5,"Post"
"1042","Por","LTER4","Forereef","LTER4_OR_T03",2022,1,0,0,"Post"
"1043","Por","LTER4","Forereef","LTER4_OR_T03",2023,1,0,0,"Post"
"1044","Por","LTER4","Forereef","LTER4_OR_T03",2024,1,0,0,"Post"
"1045","Por","LTER4","Forereef","LTER4_OR_T04",2013,0,3,15,"Pre"
"1046","Por","LTER4","Forereef","LTER4_OR_T04",2014,0,1,5,"Pre"
"1047","Por","LTER4","Forereef","LTER4_OR_T04",2015,0,0,0,"Pre"
"1048","Por","LTER4","Forereef","LTER4_OR_T04",2016,0,1,5,"Pre"
"1049","Por","LTER4","Forereef","LTER4_OR_T04",2017,0,NA,NA,"Pre"
"1050","Por","LTER4","Forereef","LTER4_OR_T04",2018,0,0,0,"Pre"
"1051","Por","LTER4","Forereef","LTER4_OR_T04",2019,1,0,0,"Post"
"1052","Por","LTER4","Forereef","LTER4_OR_T04",2020,1,0,0,"Post"
"1053","Por","LTER4","Forereef","LTER4_OR_T04",2021,1,0,0,"Post"
"1054","Por","LTER4","Forereef","LTER4_OR_T04",2022,1,0,0,"Post"
"1055","Por","LTER4","Forereef","LTER4_OR_T04",2023,1,0,0,"Post"
"1056","Por","LTER4","Forereef","LTER4_OR_T04",2024,1,0,0,"Post"
"1057","Por","LTER5","Lagoon","LTER5_BR_T01",2013,0,161,161,"Pre"
"1058","Por","LTER5","Lagoon","LTER5_BR_T01",2014,0,16,16,"Pre"
"1059","Por","LTER5","Lagoon","LTER5_BR_T01",2015,0,9,9,"Pre"
"1060","Por","LTER5","Lagoon","LTER5_BR_T01",2016,0,11,11,"Pre"
"1061","Por","LTER5","Lagoon","LTER5_BR_T01",2017,0,NA,NA,"Pre"
"1062","Por","LTER5","Lagoon","LTER5_BR_T01",2018,0,16,16,"Pre"
"1063","Por","LTER5","Lagoon","LTER5_BR_T01",2019,1,1,1,"Post"
"1064","Por","LTER5","Lagoon","LTER5_BR_T01",2020,1,4,4,"Post"
"1065","Por","LTER5","Lagoon","LTER5_BR_T01",2021,1,1,1,"Post"
"1066","Por","LTER5","Lagoon","LTER5_BR_T01",2022,1,1,1,"Post"
"1067","Por","LTER5","Lagoon","LTER5_BR_T01",2023,1,0,0,"Post"
"1068","Por","LTER5","Lagoon","LTER5_BR_T01",2024,1,0,0,"Post"
"1069","Por","LTER5","Lagoon","LTER5_BR_T02",2013,0,32,32,"Pre"
"1070","Por","LTER5","Lagoon","LTER5_BR_T02",2014,0,9,9,"Pre"
"1071","Por","LTER5","Lagoon","LTER5_BR_T02",2015,0,14,14,"Pre"
"1072","Por","LTER5","Lagoon","LTER5_BR_T02",2016,0,19,19,"Pre"
"1073","Por","LTER5","Lagoon","LTER5_BR_T02",2017,0,NA,NA,"Pre"
"1074","Por","LTER5","Lagoon","LTER5_BR_T02",2018,0,20,20,"Pre"
"1075","Por","LTER5","Lagoon","LTER5_BR_T02",2019,1,6,6,"Post"
"1076","Por","LTER5","Lagoon","LTER5_BR_T02",2020,1,1,1,"Post"
"1077","Por","LTER5","Lagoon","LTER5_BR_T02",2021,1,0,0,"Post"
"1078","Por","LTER5","Lagoon","LTER5_BR_T02",2022,1,2,2,"Post"
"1079","Por","LTER5","Lagoon","LTER5_BR_T02",2023,1,0,0,"Post"
"1080","Por","LTER5","Lagoon","LTER5_BR_T02",2024,1,1,1,"Post"
"1081","Por","LTER5","Lagoon","LTER5_BR_T03",2013,0,17,17,"Pre"
"1082","Por","LTER5","Lagoon","LTER5_BR_T03",2014,0,2,2,"Pre"
"1083","Por","LTER5","Lagoon","LTER5_BR_T03",2015,0,13,13,"Pre"
"1084","Por","LTER5","Lagoon","LTER5_BR_T03",2016,0,9,9,"Pre"
"1085","Por","LTER5","Lagoon","LTER5_BR_T03",2017,0,NA,NA,"Pre"
"1086","Por","LTER5","Lagoon","LTER5_BR_T03",2018,0,7,7,"Pre"
"1087","Por","LTER5","Lagoon","LTER5_BR_T03",2019,1,5,5,"Post"
"1088","Por","LTER5","Lagoon","LTER5_BR_T03",2020,1,2,2,"Post"
"1089","Por","LTER5","Lagoon","LTER5_BR_T03",2021,1,5,5,"Post"
"1090","Por","LTER5","Lagoon","LTER5_BR_T03",2022,1,0,0,"Post"
